target,pred,data
-0.45,-0.4592751441133084,ai
-0.45,-0.4650396143501234,ai
-0.45,-0.4598340729175266,ai
-0.45,-0.4461741391375181,ai
-0.44,-0.4691184482132217,ai
-0.44,-0.45731411152038937,ai
-0.44,-0.44612697007766666,ai
-0.44,-0.44158506045536733,ai
-0.44,-0.4791083109673736,ai
-0.44,-0.45812078845061327,ai
-0.44,-0.43674514606625175,ai
-0.43,-0.4420773532508745,ai
-0.43,-0.4934633335377179,ai
-0.43,-0.4336183025940674,ai
-0.43,-0.4259965572749056,ai
-0.43,-0.4389093744309859,ai
-0.43,-0.466587418035621,ai
-0.43,-0.4773560569851291,ai
-0.42,-0.41849184746054086,ai
-0.42,-0.4397418032547904,ai
-0.42,-0.4858615322955539,ai
-0.42,-0.4167748764235818,ai
-0.42,-0.4279872800866556,ai
-0.42,-0.50935772385964,ai
-0.42,-0.4385381346970174,ai
-0.41,-0.42175641471836195,ai
-0.41,-0.41582207382085434,ai
-0.41,-0.41446984717197916,ai
-0.41,-0.44238370756372164,ai
-0.41,-0.4242216920900944,ai
-0.41,-0.43737574144346136,ai
-0.41,-0.4054926936148014,ai
-0.4,-0.4025772636468434,ai
-0.4,-0.43662773770311564,ai
-0.4,-0.6011257965297602,ai
-0.4,-0.4927409301344874,ai
-0.4,-0.4001259065782793,ai
-0.4,-0.4481726753976755,ai
-0.4,-0.397395249421,ai
-0.39,-0.40563019446197696,ai
-0.39,-0.3984372380491574,ai
-0.39,-0.40021978975458167,ai
-0.39,-0.4294592378212718,ai
-0.39,-0.38999815718046726,ai
-0.39,-0.3980547810661196,ai
-0.39,-0.39340319072250163,ai
-0.38,-0.3956853145227843,ai
-0.38,-0.48799055662937557,ai
-0.38,-0.4306880320294126,ai
-0.38,-0.38789466962484886,ai
-0.38,-0.40807091231441484,ai
-0.38,-0.3873369050944602,ai
-0.38,-0.3979845118425737,ai
-0.37,-0.3807092936593313,ai
-0.37,-0.40300594644495313,ai
-0.37,-0.4004513400911039,ai
-0.37,-0.4118731212304748,ai
-0.37,-0.372757242580473,ai
-0.37,-0.37514022969223537,ai
-0.37,-0.4182814490713643,ai
-0.36,-0.3587511099135354,ai
-0.36,-0.3642774509446255,ai
-0.36,-0.375744446514257,ai
-0.36,-0.37596162795678945,ai
-0.36,-0.37248112464060024,ai
-0.36,-0.4358316861408642,ai
-0.36,-0.4249928318937,ai
-0.35,-0.3642931622748315,ai
-0.35,-0.3528157386419509,ai
-0.35,-0.3549481259769944,ai
-0.35,-0.35616749478570975,ai
-0.35,-0.35442747331878494,ai
-0.35,-0.4079425516499573,ai
-0.35,-0.3558088567996142,ai
-0.34,-0.3555570596889663,ai
-0.34,-0.3408881826365078,ai
-0.34,-0.35856379474326017,ai
-0.34,-0.3472988851491207,ai
-0.34,-0.3624230258912498,ai
-0.34,-0.39582309899141044,ai
-0.34,-0.3462155153266953,ai
-0.33,-0.3243486819751653,ai
-0.33,-0.3344668830546041,ai
-0.33,-0.3280366848200921,ai
-0.33,-0.3620802402076359,ai
-0.33,-0.34463372657249985,ai
-0.33,-0.3408000680408214,ai
-0.33,-0.370587553206288,ai
-0.32,-0.3309358448592403,ai
-0.32,-0.3323661262460809,ai
-0.32,-0.3269026312807154,ai
-0.32,-0.3298880580591918,ai
-0.32,-0.3256660846223965,ai
-0.32,-0.4100190431328618,ai
-0.32,-0.32492971552935335,ai
-0.31,-0.31789371540999667,ai
-0.31,-0.3321089468041764,ai
-0.31,-0.3014158070012652,ai
-0.31,-0.3228567381867695,ai
-0.31,-0.29154839584863723,ai
-0.31,-0.3265573818965258,ai
-0.31,-0.451583609267086,ai
-0.3,-0.32874643806444886,ai
-0.3,-0.29513226239411705,ai
-0.3,-0.3454064697530991,ai
-0.3,-0.3156938003981172,ai
-0.3,-0.3024673674549149,ai
-0.3,-0.2960940784364158,ai
-0.3,-0.3042124572756753,ai
-0.29,-0.3035459111079678,ai
-0.29,-0.29669110376351626,ai
-0.29,-0.3292376535148052,ai
-0.29,-0.2756420457642118,ai
-0.29,-0.29884015224395055,ai
-0.29,-0.3054981307609124,ai
-0.29,-0.2867956278145184,ai
-0.28,-0.308712607708033,ai
-0.28,-0.26921391873653155,ai
-0.28,-0.3116935599099314,ai
-0.28,-0.29198426995808685,ai
-0.28,-0.3010237518256612,ai
-0.28,-0.2917472730591316,ai
-0.28,-0.3247264342422128,ai
-0.27,-0.28608634721232334,ai
-0.27,-0.31257949605870033,ai
-0.27,-0.3174353287983231,ai
-0.27,-0.29037526446713835,ai
-0.27,-0.28978789319496917,ai
-0.27,-0.2833858023283816,ai
-0.27,-0.24037577824651749,ai
-0.26,-0.2601774362914244,ai
-0.26,-0.22353439377855802,ai
-0.26,-0.2571492124183651,ai
-0.26,-0.2626831829322437,ai
-0.26,-0.24980927118447324,ai
-0.26,-0.31646347976829425,ai
-0.26,-0.2732102733593287,ai
-0.25,-0.2659915694228345,ai
-0.25,-0.23742163529432012,ai
-0.25,-0.26312387554400646,ai
-0.25,-0.24723671016007834,ai
-0.25,-0.283501745801689,ai
-0.25,-0.2477962416315674,ai
-0.25,-0.25059919757467436,ai
-0.24,-0.2558822698425094,ai
-0.24,-0.2715212285859841,ai
-0.24,-0.22716020637821135,ai
-0.24,-0.2466642959341222,ai
-0.24,-0.24099606183633018,ai
-0.24,-0.23463246086296355,ai
-0.24,-0.26679703861892134,ai
-0.23,-0.2223241380516414,ai
-0.23,-0.30152618838874146,ai
-0.23,-0.2604414971754671,ai
-0.23,-0.23411910851437767,ai
-0.23,-0.24630080481694192,ai
-0.23,-0.25559218131975076,ai
-0.23,-0.19705358134640144,ai
-0.22,-0.24506251512822735,ai
-0.22,-0.2401591463334704,ai
-0.22,-0.26079126051369994,ai
-0.22,-0.22374429663245646,ai
-0.22,-0.20609258465258878,ai
-0.22,-0.23020570347139524,ai
-0.22,-0.2358601738568172,ai
-0.21,-0.20853596521272122,ai
-0.21,-0.21122659275945388,ai
-0.21,-0.218494139339902,ai
-0.21,-0.24566219618591636,ai
-0.21,-0.2203445966666042,ai
-0.21,-0.21132518714173631,ai
-0.21,-0.19682774227641148,ai
-0.2,-0.21725674161233616,ai
-0.2,-0.21998913327780964,ai
-0.2,-0.18819659085400328,ai
-0.2,-0.46332698278210804,ai
-0.2,-0.18925414586436665,ai
-0.2,-0.20881509289769218,ai
-0.2,-0.20710901021767572,ai
-0.19,-0.1773724547493682,ai
-0.19,-0.20198227155014886,ai
-0.19,-0.1795813468507937,ai
-0.19,-0.17594210500957533,ai
-0.19,-0.19017704211269684,ai
-0.19,-0.1764931946914966,ai
-0.19,-0.1593692145977882,ai
-0.18,-0.18359980924297112,ai
-0.18,-0.17220107616309172,ai
-0.18,-0.1941626456443333,ai
-0.18,-0.17460963621021217,ai
-0.18,-0.17232238519998144,ai
-0.18,-0.17572026259239343,ai
-0.18,-0.16817379144707822,ai
-0.17,-0.18062568390931216,ai
-0.17,-0.1649030866769703,ai
-0.17,-0.17244394664620172,ai
