datatype,transform,mae,modelSeed,learning_rate,optimizer,blocks,padding,stride,kernel_size,modelname,mse,r2,num_epochs,real_mae,real_r2,real_mse,real_mae_epoch,real_max_epoch,tbdir
random_pearson,transform_padding,0.136074960231781,84,0.0192996034452025,Adam,4,4,2,7,bestArtificialModel,0.05625927448272705,0.8374407291412354,74,0.11586295813322067,0.8622984886169434,0.04572131112217903,14,14,runs\Jul08_02-02-05_CAD
random_pearson,transform_padding,0.136074960231781,84,0.0192996034452025,Adam,4,4,2,7,bestArtificialModel,0.05625927448272705,0.8374407291412354,74,0.1073085218667984,0.8896418809890747,0.0367622897028923,4,4,runs\Jul08_02-37-40_CAD
random_pearson,transform_padding,0.136074960231781,84,0.0192996034452025,Adam,4,4,2,7,bestArtificialModel,0.05625927448272705,0.8374407291412354,74,0.07610895484685898,0.9581565260887146,0.012131382711231709,48,48,runs\Jul08_02-46-02_CAD
random_pearson,transform_padding,0.136074960231781,84,0.0192996034452025,Adam,4,4,2,7,bestArtificialModel,0.05625927448272705,0.8374407291412354,74,0.08260982483625412,0.9487656950950623,0.016279354691505432,8,8,runs\Jul08_03-04-33_CAD
random_pearson,transform_padding,0.136074960231781,84,0.0192996034452025,Adam,4,4,2,7,bestArtificialModel,0.05625927448272705,0.8374407291412354,74,0.07840215414762497,0.952204704284668,0.014881466515362263,71,71,runs\Jul08_03-27-13_CAD
