number,value,datetime_start,datetime_complete,duration,blocks,kernel_size,learning_rate,modelSeed,optimizer,padding,stride,user_attrs_datatype,user_attrs_transform,state,inner_fold,outer_fold
25,0.574715137,2023-07-02 03:17:26.462835,2023-07-02 03:20:15.799013,0 days 00:02:49.336178,4,5,0.0496,63,RMSprop,2,2,,transform_padding,COMPLETE,4,2
26,0.211740106,2023-07-02 03:20:15.799013,2023-07-02 03:24:33.816677,0 days 00:04:18.017664,3,5,0.0268,88,RMSprop,2,2,,transform_padding,COMPLETE,4,2
27,0.3417252,2023-07-02 03:24:33.816677,2023-07-02 03:26:50.073995,0 days 00:02:16.257318,4,5,0.0994,78,Adam,2,4,,transform_padding,COMPLETE,4,2
28,0.574643075,2023-07-02 03:26:50.073995,2023-07-02 03:30:17.635069,0 days 00:03:27.561074,4,7,0.0461,67,RMSprop,4,2,,transform_padding,COMPLETE,4,2
29,0.254038185,2023-07-02 03:30:17.635069,2023-07-02 03:32:33.177000,0 days 00:02:15.541931,3,7,0.0477,39,SGD,4,6,,transform_padding,COMPLETE,4,2
30,0.209685966,2023-07-02 03:32:33.178000,2023-07-02 03:34:55.596626,0 days 00:02:22.418626,5,5,0.0148,94,Adam,2,2,,transform_padding,COMPLETE,4,2
31,0.18933782,2023-07-02 03:34:55.596626,2023-07-02 03:39:11.700586,0 days 00:04:16.103960,3,5,0.0088,98,RMSprop,2,2,,transform_padding,COMPLETE,4,2
32,0.193427965,2023-07-02 03:39:11.700586,2023-07-02 03:43:30.451763,0 days 00:04:18.751177,3,5,0.0076,81,RMSprop,2,2,,transform_padding,COMPLETE,4,2
33,0.201844379,2023-07-02 03:43:30.452767,2023-07-02 03:47:49.521138,0 days 00:04:19.068371,3,5,0.0198,92,RMSprop,2,2,,transform_padding,COMPLETE,4,2
34,0.220109314,2023-07-02 03:47:49.521138,2023-07-02 03:53:12.777283,0 days 00:05:23.256145,3,7,0.0579,100,RMSprop,2,2,,transform_padding,COMPLETE,4,2
35,0.574468315,2023-07-02 03:53:12.777283,2023-07-02 03:55:32.775879,0 days 00:02:19.998596,5,5,0.0142,91,RMSprop,2,2,,transform_padding,COMPLETE,4,2
36,0.25311923,2023-07-02 03:55:32.775879,2023-07-02 03:57:49.316519,0 days 00:02:16.540640,3,7,0.0067,58,RMSprop,4,6,,transform_padding,COMPLETE,4,2
37,0.550766945,2023-07-02 03:57:49.316519,2023-07-02 04:00:14.461180,0 days 00:02:25.144661,5,7,0.0247,46,Adam,2,2,,transform_padding,COMPLETE,4,2
38,0.214227125,2023-07-02 04:00:14.461180,2023-07-02 04:04:43.573863,0 days 00:04:29.112683,3,5,0.0647,20,SGD,4,2,,transform_padding,COMPLETE,4,2
39,0.257256061,2023-07-02 04:04:43.573863,2023-07-02 04:07:00.055108,0 days 00:02:16.481245,4,7,0.0132,81,RMSprop,2,4,,transform_padding,COMPLETE,4,2
40,0.574082851,2023-07-02 04:07:00.056107,2023-07-02 04:09:25.583661,0 days 00:02:25.527554,5,5,0.0324,69,Adam,4,2,,transform_padding,COMPLETE,4,2
41,0.214145586,2023-07-02 04:09:25.583661,2023-07-02 04:13:43.285246,0 days 00:04:17.701585,3,5,0.0091,100,RMSprop,2,2,,transform_padding,COMPLETE,4,2
0,0.556654334,2023-07-02 05:09:09.885097,2023-07-02 05:11:49.947517,0 days 00:02:40.062420,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,0,3
1,10000,2023-07-02 05:11:49.948518,2023-07-02 05:11:49.959520,0 days 00:00:00.011002,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,0,3
2,0.183953077,2023-07-02 05:11:49.959520,2023-07-02 05:14:23.922960,0 days 00:02:33.963440,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,0,3
3,0.173923254,2023-07-02 05:14:23.922960,2023-07-02 05:17:43.390856,0 days 00:03:19.467896,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,0,3
4,0.55385673,2023-07-02 05:17:43.390856,2023-07-02 05:20:01.027727,0 days 00:02:17.636871,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,0,3
5,0.449534267,2023-07-02 05:20:01.027727,2023-07-02 05:22:38.302995,0 days 00:02:37.275268,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,0,3
6,0.233823463,2023-07-02 05:22:38.302995,2023-07-02 05:24:56.409513,0 days 00:02:18.106518,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,0,3
7,0.220479295,2023-07-02 05:24:56.409513,2023-07-02 05:27:19.910825,0 days 00:02:23.501312,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,0,3
8,0.246277213,2023-07-02 05:27:19.910825,2023-07-02 05:30:34.293276,0 days 00:03:14.382451,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,0,3
9,0.281902522,2023-07-02 05:30:34.293276,2023-07-02 05:32:50.803060,0 days 00:02:16.509784,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,0,3
10,0.441392481,2023-07-02 05:32:50.804063,2023-07-02 05:35:06.624755,0 days 00:02:15.820692,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,0,3
11,0.186969012,2023-07-02 05:35:06.624755,2023-07-02 05:38:28.442450,0 days 00:03:21.817695,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,0,3
12,0.160327286,2023-07-02 05:38:28.442450,2023-07-02 05:41:01.238763,0 days 00:02:32.796313,5,7,0.0266,78,SGD,4,2,,transform_padding,COMPLETE,0,3
13,0.194539905,2023-07-02 05:41:01.238763,2023-07-02 05:44:22.807124,0 days 00:03:21.568361,4,7,0.0025,77,SGD,4,2,,transform_padding,COMPLETE,0,3
14,0.237944007,2023-07-02 05:44:22.807124,2023-07-02 05:48:35.275766,0 days 00:04:12.468642,3,3,0.0359,70,SGD,4,2,,transform_padding,COMPLETE,0,3
15,0.439779848,2023-07-02 05:48:35.275766,2023-07-02 05:50:43.783835,0 days 00:02:08.508069,5,5,0.0335,77,SGD,6,6,,transform_padding,COMPLETE,0,3
16,0.193031222,2023-07-02 05:50:43.783835,2023-07-02 05:54:05.643667,0 days 00:03:21.859832,4,7,0.0039,69,SGD,4,2,,transform_padding,COMPLETE,0,3
17,0.176095292,2023-07-02 05:54:05.643667,2023-07-02 05:56:38.847564,0 days 00:02:33.203897,5,7,0.0398,83,SGD,4,2,,transform_padding,COMPLETE,0,3
18,0.557177424,2023-07-02 05:56:38.847564,2023-07-02 05:58:49.965974,0 days 00:02:11.118410,4,3,0.0221,87,SGD,2,6,,transform_padding,COMPLETE,0,3
19,0.54608196,2023-07-02 05:58:49.967479,2023-07-02 06:01:10.189775,0 days 00:02:20.222296,3,5,0.0922,65,RMSprop,6,4,,transform_padding,COMPLETE,0,3
20,0.174357355,2023-07-02 06:01:10.190775,2023-07-02 06:04:31.224203,0 days 00:03:21.033428,4,7,0.0085,4,SGD,4,2,,transform_padding,COMPLETE,0,3
21,0.185696661,2023-07-02 06:04:31.224203,2023-07-02 06:07:53.101782,0 days 00:03:21.877579,4,7,0.0087,9,SGD,4,2,,transform_padding,COMPLETE,0,3
22,0.179105222,2023-07-02 06:07:53.101782,2023-07-02 06:11:16.338775,0 days 00:03:23.236993,4,7,0.0329,22,SGD,4,2,,transform_padding,COMPLETE,0,3
23,0.188009501,2023-07-02 06:11:16.338775,2023-07-02 06:14:38.231757,0 days 00:03:21.892982,4,7,0.0153,22,SGD,4,2,,transform_padding,COMPLETE,0,3
24,0.192435443,2023-07-02 06:14:38.231757,2023-07-02 06:18:00.904881,0 days 00:03:22.673124,4,7,0.0033,61,SGD,4,2,,transform_padding,COMPLETE,0,3
25,0.160490841,2023-07-02 06:18:00.904881,2023-07-02 06:20:34.385139,0 days 00:02:33.480258,5,7,0.0496,1,SGD,4,2,,transform_padding,COMPLETE,0,3
26,0.170933634,2023-07-02 06:20:34.386139,2023-07-02 06:23:08.192631,0 days 00:02:33.806492,5,7,0.0525,83,SGD,4,2,,transform_padding,COMPLETE,0,3
27,0.556256056,2023-07-02 06:23:08.192631,2023-07-02 06:25:20.372237,0 days 00:02:12.179606,5,3,0.0994,89,Adam,6,4,,transform_padding,COMPLETE,0,3
28,0.556134403,2023-07-02 06:25:20.372237,2023-07-02 06:27:41.473456,0 days 00:02:21.101219,5,5,0.0331,18,RMSprop,2,2,,transform_padding,COMPLETE,0,3
29,0.353803754,2023-07-02 06:27:41.473456,2023-07-02 06:29:56.052970,0 days 00:02:14.579514,5,7,0.0497,39,SGD,4,6,,transform_padding,COMPLETE,0,3
30,0.451014251,2023-07-02 06:29:56.053970,2023-07-02 06:32:36.607043,0 days 00:02:40.553073,5,7,0.0541,38,Adam,4,2,,transform_padding,COMPLETE,0,3
31,0.170853943,2023-07-02 06:32:36.608044,2023-07-02 06:35:10.355450,0 days 00:02:33.747406,5,7,0.056,78,SGD,4,2,,transform_padding,COMPLETE,0,3
32,0.181909472,2023-07-02 06:35:10.356512,2023-07-02 06:37:44.299114,0 days 00:02:33.942602,5,7,0.0259,83,SGD,4,2,,transform_padding,COMPLETE,0,3
33,0.170526654,2023-07-02 06:37:44.299114,2023-07-02 06:40:18.267894,0 days 00:02:33.968780,5,7,0.0481,60,SGD,4,2,,transform_padding,COMPLETE,0,3
34,0.18233268,2023-07-02 06:40:18.267894,2023-07-02 06:42:53.074977,0 days 00:02:34.807083,5,7,0.0192,60,SGD,4,2,,transform_padding,COMPLETE,0,3
35,0.170859978,2023-07-02 06:42:53.074977,2023-07-02 06:45:27.030906,0 days 00:02:33.955929,5,7,0.0615,44,SGD,4,2,,transform_padding,COMPLETE,0,3
36,0.167930961,2023-07-02 06:45:27.030906,2023-07-02 06:47:51.449716,0 days 00:02:24.418810,5,7,0.0139,72,RMSprop,2,2,,transform_padding,COMPLETE,0,3
37,10000,2023-07-02 06:47:51.449716,2023-07-02 06:47:51.470325,0 days 00:00:00.020609,5,7,0.0243,70,RMSprop,2,6,,transform_padding,COMPLETE,0,3
38,0.45075351,2023-07-02 06:47:51.470325,2023-07-02 06:50:16.130888,0 days 00:02:24.660563,5,7,0.0119,62,RMSprop,2,2,,transform_padding,COMPLETE,0,3
39,0.557117105,2023-07-02 06:50:16.130888,2023-07-02 06:52:39.322068,0 days 00:02:23.191180,5,3,0.0233,56,RMSprop,2,2,,transform_padding,COMPLETE,0,3
40,10000,2023-07-02 06:52:39.323068,2023-07-02 06:52:39.341072,0 days 00:00:00.018004,5,7,0.0059,47,RMSprop,2,4,,transform_padding,COMPLETE,0,3
41,0.555511415,2023-07-02 06:52:39.341072,2023-07-02 06:55:04.201690,0 days 00:02:24.860618,5,7,0.0605,72,RMSprop,2,2,,transform_padding,COMPLETE,0,3
0,0.548380136,2023-07-02 06:55:05.506101,2023-07-02 06:57:46.231852,0 days 00:02:40.725751,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,1,3
1,10000,2023-07-02 06:57:46.232852,2023-07-02 06:57:46.244855,0 days 00:00:00.012003,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,1,3
2,0.187803894,2023-07-02 06:57:46.244855,2023-07-02 07:00:20.454046,0 days 00:02:34.209191,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,1,3
3,0.156460822,2023-07-02 07:00:20.454046,2023-07-02 07:03:43.372948,0 days 00:03:22.918902,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,1,3
4,0.321230143,2023-07-02 07:03:43.372948,2023-07-02 07:06:00.969482,0 days 00:02:17.596534,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,1,3
5,0.546797395,2023-07-02 07:06:00.969482,2023-07-02 07:08:38.666007,0 days 00:02:37.696525,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,1,3
6,0.275518715,2023-07-02 07:08:38.666007,2023-07-02 07:10:57.413530,0 days 00:02:18.747523,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,1,3
7,0.241657197,2023-07-02 07:10:57.414531,2023-07-02 07:13:20.941333,0 days 00:02:23.526802,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,1,3
8,0.253242433,2023-07-02 07:13:20.941333,2023-07-02 07:16:35.056097,0 days 00:03:14.114764,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,1,3
9,0.267399758,2023-07-02 07:16:35.056097,2023-07-02 07:18:52.802004,0 days 00:02:17.745907,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,1,3
10,0.443975806,2023-07-02 07:18:52.802004,2023-07-02 07:21:09.779893,0 days 00:02:16.977889,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,1,3
11,0.16961056,2023-07-02 07:21:09.779893,2023-07-02 07:24:31.729708,0 days 00:03:21.949815,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,1,3
12,0.201670736,2023-07-02 07:24:31.729708,2023-07-02 07:27:53.864668,0 days 00:03:22.134960,4,7,0.003,76,SGD,4,2,,transform_padding,COMPLETE,1,3
13,0.154980615,2023-07-02 07:27:53.865668,2023-07-02 07:31:16.754897,0 days 00:03:22.889229,4,7,0.0296,78,SGD,4,2,,transform_padding,COMPLETE,1,3
14,0.213006675,2023-07-02 07:31:16.754897,2023-07-02 07:34:09.989255,0 days 00:02:53.234358,4,3,0.0359,70,SGD,4,2,,transform_padding,COMPLETE,1,3
15,0.441918224,2023-07-02 07:34:09.989255,2023-07-02 07:36:28.305269,0 days 00:02:18.316014,4,5,0.0336,79,SGD,6,6,,transform_padding,COMPLETE,1,3
16,0.162414953,2023-07-02 07:36:28.306339,2023-07-02 07:39:50.894873,0 days 00:03:22.588534,4,7,0.091,84,SGD,4,2,,transform_padding,COMPLETE,1,3
17,0.207216173,2023-07-02 07:39:50.895875,2023-07-02 07:45:27.594919,0 days 00:05:36.699044,3,7,0.0031,65,SGD,4,2,,transform_padding,COMPLETE,1,3
18,0.548562467,2023-07-02 07:45:27.595919,2023-07-02 07:47:39.373538,0 days 00:02:11.777619,4,3,0.0221,87,SGD,2,6,,transform_padding,COMPLETE,1,3
19,0.547357202,2023-07-02 07:47:39.374054,2023-07-02 07:49:59.125306,0 days 00:02:19.751252,4,5,0.0384,65,RMSprop,6,4,,transform_padding,COMPLETE,1,3
20,0.194073662,2023-07-02 07:49:59.125306,2023-07-02 07:55:36.640738,0 days 00:05:37.515432,3,7,0.0075,4,SGD,4,2,,transform_padding,COMPLETE,1,3
21,0.159925327,2023-07-02 07:55:36.640738,2023-07-02 07:58:58.601639,0 days 00:03:21.960901,4,7,0.0895,85,SGD,4,2,,transform_padding,COMPLETE,1,3
22,0.168428466,2023-07-02 07:58:58.601639,2023-07-02 08:02:21.690813,0 days 00:03:23.089174,4,7,0.0454,89,SGD,4,2,,transform_padding,COMPLETE,1,3
23,0.161183745,2023-07-02 08:02:21.690813,2023-07-02 08:05:44.330509,0 days 00:03:22.639696,4,7,0.0966,73,SGD,4,2,,transform_padding,COMPLETE,1,3
24,0.154192895,2023-07-02 08:05:44.330509,2023-07-02 08:09:07.216394,0 days 00:03:22.885885,4,7,0.0299,61,SGD,4,2,,transform_padding,COMPLETE,1,3
25,0.154729187,2023-07-02 08:09:07.216394,2023-07-02 08:12:30.176272,0 days 00:03:22.959878,4,7,0.0242,62,SGD,4,2,,transform_padding,COMPLETE,1,3
26,0.156724885,2023-07-02 08:12:30.176272,2023-07-02 08:15:52.482784,0 days 00:03:22.306512,4,7,0.0254,61,SGD,4,2,,transform_padding,COMPLETE,1,3
27,0.433345914,2023-07-02 08:15:52.482784,2023-07-02 08:18:10.056671,0 days 00:02:17.573887,4,3,0.0288,58,Adam,6,4,,transform_padding,COMPLETE,1,3
28,0.149614215,2023-07-02 08:18:10.056671,2023-07-02 08:22:28.580779,0 days 00:04:18.524108,3,5,0.0102,45,RMSprop,2,2,,transform_padding,COMPLETE,1,3
29,0.422419548,2023-07-02 08:22:28.580779,2023-07-02 08:24:40.098086,0 days 00:02:11.517307,3,5,0.0154,42,RMSprop,2,6,,transform_padding,COMPLETE,1,3
30,0.194759697,2023-07-02 08:24:40.098086,2023-07-02 08:28:59.518955,0 days 00:04:19.420869,3,5,0.0109,25,RMSprop,2,2,,transform_padding,COMPLETE,1,3
31,0.19584474,2023-07-02 08:28:59.519955,2023-07-02 08:33:20.023427,0 days 00:04:20.503472,3,5,0.0446,44,RMSprop,2,2,,transform_padding,COMPLETE,1,3
32,0.154604137,2023-07-02 08:33:20.023427,2023-07-02 08:37:40.471494,0 days 00:04:20.448067,3,5,0.0203,68,RMSprop,2,2,,transform_padding,COMPLETE,1,3
33,0.167951748,2023-07-02 08:37:40.471494,2023-07-02 08:42:01.715465,0 days 00:04:21.243971,3,5,0.0045,66,RMSprop,2,2,,transform_padding,COMPLETE,1,3
34,0.16588743,2023-07-02 08:42:01.715465,2023-07-02 08:46:20.857366,0 days 00:04:19.141901,3,5,0.0116,46,RMSprop,2,2,,transform_padding,COMPLETE,1,3
35,0.548276126,2023-07-02 08:46:20.857366,2023-07-02 08:48:43.877654,0 days 00:02:23.020288,5,5,0.0164,57,RMSprop,2,2,,transform_padding,COMPLETE,1,3
36,0.211550504,2023-07-02 08:48:43.877654,2023-07-02 08:53:03.640754,0 days 00:04:19.763100,3,5,0.0564,35,RMSprop,2,2,,transform_padding,COMPLETE,1,3
37,0.447622836,2023-07-02 08:53:03.640754,2023-07-02 08:55:15.130815,0 days 00:02:11.490061,3,5,0.0081,23,RMSprop,2,6,,transform_padding,COMPLETE,1,3
38,0.547253072,2023-07-02 08:55:15.130815,2023-07-02 08:57:39.105279,0 days 00:02:23.974464,5,5,0.0206,40,Adam,2,2,,transform_padding,COMPLETE,1,3
39,0.52670449,2023-07-02 08:57:39.105279,2023-07-02 09:01:39.025527,0 days 00:03:59.920248,3,3,0.0605,69,RMSprop,2,2,,transform_padding,COMPLETE,1,3
40,0.290554792,2023-07-02 09:01:39.025527,2023-07-02 09:04:02.789334,0 days 00:02:23.763807,5,5,0.0054,50,Adam,2,4,,transform_padding,COMPLETE,1,3
41,0.181285024,2023-07-02 09:04:02.789334,2023-07-02 09:09:39.152826,0 days 00:05:36.363492,3,7,0.023,61,SGD,4,2,,transform_padding,COMPLETE,1,3
0,0.55407083,2023-07-02 09:09:40.503947,2023-07-02 09:12:20.263030,0 days 00:02:39.759083,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,2,3
1,10000,2023-07-02 09:12:20.263030,2023-07-02 09:12:20.272033,0 days 00:00:00.009003,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,2,3
2,0.200433463,2023-07-02 09:12:20.272033,2023-07-02 09:14:53.643030,0 days 00:02:33.370997,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,2,3
3,0.194489121,2023-07-02 09:14:53.643030,2023-07-02 09:18:14.442500,0 days 00:03:20.799470,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,2,3
4,0.497396946,2023-07-02 09:18:14.442500,2023-07-02 09:20:31.811940,0 days 00:02:17.369440,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,2,3
5,0.496819973,2023-07-02 09:20:31.811940,2023-07-02 09:23:08.619913,0 days 00:02:36.807973,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,2,3
6,0.314304084,2023-07-02 09:23:08.619913,2023-07-02 09:25:26.242433,0 days 00:02:17.622520,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,2,3
7,0.254273862,2023-07-02 09:25:26.242433,2023-07-02 09:27:48.544253,0 days 00:02:22.301820,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,2,3
8,0.219267115,2023-07-02 09:27:48.544253,2023-07-02 09:31:02.284153,0 days 00:03:13.739900,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,2,3
9,0.342210591,2023-07-02 09:31:02.284153,2023-07-02 09:33:18.660367,0 days 00:02:16.376214,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,2,3
10,0.442659199,2023-07-02 09:33:18.660367,2023-07-02 09:35:34.384912,0 days 00:02:15.724545,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,2,3
11,0.21111457,2023-07-02 09:35:34.384912,2023-07-02 09:38:55.580104,0 days 00:03:21.195192,4,7,0.0137,99,SGD,4,2,,transform_padding,COMPLETE,2,3
12,0.20145385,2023-07-02 09:38:55.580104,2023-07-02 09:41:27.867920,0 days 00:02:32.287816,5,7,0.0266,78,SGD,4,2,,transform_padding,COMPLETE,2,3
13,0.22348249,2023-07-02 09:41:27.867920,2023-07-02 09:44:49.569113,0 days 00:03:21.701193,4,7,0.003,80,SGD,4,2,,transform_padding,COMPLETE,2,3
14,0.252511144,2023-07-02 09:44:49.569113,2023-07-02 09:49:00.245322,0 days 00:04:10.676209,3,3,0.0285,80,SGD,4,2,,transform_padding,COMPLETE,2,3
15,0.481298178,2023-07-02 09:49:00.245322,2023-07-02 09:51:08.719301,0 days 00:02:08.473979,5,5,0.0349,69,SGD,6,6,,transform_padding,COMPLETE,2,3
16,0.214651108,2023-07-02 09:51:08.720301,2023-07-02 09:54:30.508385,0 days 00:03:21.788084,4,7,0.0038,90,SGD,4,2,,transform_padding,COMPLETE,2,3
17,0.2146018,2023-07-02 09:54:30.508385,2023-07-02 09:57:51.728104,0 days 00:03:21.219719,4,7,0.0853,67,SGD,4,2,,transform_padding,COMPLETE,2,3
18,0.554569483,2023-07-02 09:57:51.728104,2023-07-02 09:59:57.945377,0 days 00:02:06.217273,5,3,0.0143,88,SGD,2,6,,transform_padding,COMPLETE,2,3
19,0.341750443,2023-07-02 09:59:57.945377,2023-07-02 10:02:18.135957,0 days 00:02:20.190580,3,5,0.0371,67,RMSprop,6,4,,transform_padding,COMPLETE,2,3
20,0.294450909,2023-07-02 10:02:18.136957,2023-07-02 10:04:50.932964,0 days 00:02:32.796007,5,7,0.0023,100,SGD,4,2,,transform_padding,COMPLETE,2,3
21,0.221689999,2023-07-02 10:04:50.932964,2023-07-02 10:07:24.490624,0 days 00:02:33.557660,5,7,0.0322,82,SGD,4,2,,transform_padding,COMPLETE,2,3
22,0.201907381,2023-07-02 10:07:24.490624,2023-07-02 10:09:58.429749,0 days 00:02:33.939125,5,7,0.0157,74,SGD,4,2,,transform_padding,COMPLETE,2,3
23,0.206959412,2023-07-02 10:09:58.429749,2023-07-02 10:12:31.250386,0 days 00:02:32.820637,5,7,0.0411,90,SGD,4,2,,transform_padding,COMPLETE,2,3
24,0.224178299,2023-07-02 10:12:31.250386,2023-07-02 10:15:04.056347,0 days 00:02:32.805961,5,7,0.007,62,SGD,4,2,,transform_padding,COMPLETE,2,3
25,0.192686647,2023-07-02 10:15:04.056347,2023-07-02 10:18:27.135275,0 days 00:03:23.078928,4,7,0.022,75,SGD,4,2,,transform_padding,COMPLETE,2,3
26,0.191743016,2023-07-02 10:18:27.135275,2023-07-02 10:21:48.317755,0 days 00:03:21.182480,4,7,0.0889,6,SGD,4,2,,transform_padding,COMPLETE,2,3
27,0.550001025,2023-07-02 10:21:48.318755,2023-07-02 10:23:57.562394,0 days 00:02:09.243639,4,3,0.0994,3,Adam,2,4,,transform_padding,COMPLETE,2,3
28,0.554309607,2023-07-02 10:23:57.562394,2023-07-02 10:27:04.058860,0 days 00:03:06.496466,4,5,0.0494,18,RMSprop,4,2,,transform_padding,COMPLETE,2,3
29,0.378941953,2023-07-02 10:27:04.058860,2023-07-02 10:29:11.188059,0 days 00:02:07.129199,4,7,0.0565,22,SGD,6,6,,transform_padding,COMPLETE,2,3
30,0.236736938,2023-07-02 10:29:11.188059,2023-07-02 10:32:43.426905,0 days 00:03:32.238846,4,7,0.0528,38,Adam,4,2,,transform_padding,COMPLETE,2,3
31,0.192272171,2023-07-02 10:32:43.426905,2023-07-02 10:36:05.066404,0 days 00:03:21.639499,4,7,0.021,60,SGD,4,2,,transform_padding,COMPLETE,2,3
32,0.195486128,2023-07-02 10:36:05.066404,2023-07-02 10:39:25.886718,0 days 00:03:20.820314,4,7,0.0233,61,SGD,4,2,,transform_padding,COMPLETE,2,3
33,0.203685164,2023-07-02 10:39:25.886718,2023-07-02 10:42:48.285031,0 days 00:03:22.398313,4,7,0.0581,46,SGD,4,2,,transform_padding,COMPLETE,2,3
34,0.197740003,2023-07-02 10:42:48.285031,2023-07-02 10:46:09.950308,0 days 00:03:21.665277,4,7,0.0108,60,SGD,4,2,,transform_padding,COMPLETE,2,3
35,0.187477931,2023-07-02 10:46:09.950308,2023-07-02 10:49:25.936361,0 days 00:03:15.986053,4,7,0.0239,73,SGD,2,2,,transform_padding,COMPLETE,2,3
36,0.220018446,2023-07-02 10:49:25.937365,2023-07-02 10:52:46.051922,0 days 00:03:20.114557,4,7,0.0213,73,RMSprop,2,2,,transform_padding,COMPLETE,2,3
37,10000,2023-07-02 10:52:46.052922,2023-07-02 10:52:46.074428,0 days 00:00:00.021506,4,7,0.0104,14,SGD,2,6,,transform_padding,COMPLETE,2,3
38,0.217684865,2023-07-02 10:52:46.074428,2023-07-02 10:56:09.454469,0 days 00:03:23.380041,4,7,0.024,42,Adam,2,2,,transform_padding,COMPLETE,2,3
39,0.228545964,2023-07-02 10:56:09.454469,2023-07-02 10:59:52.522866,0 days 00:03:43.068397,3,3,0.0066,57,SGD,2,2,,transform_padding,COMPLETE,2,3
40,0.545688152,2023-07-02 10:59:52.522866,2023-07-02 11:02:09.923333,0 days 00:02:17.400467,4,7,0.0674,26,RMSprop,2,4,,transform_padding,COMPLETE,2,3
41,0.204300404,2023-07-02 11:02:09.924333,2023-07-02 11:05:32.343804,0 days 00:03:22.419471,4,7,0.0434,86,SGD,4,2,,transform_padding,COMPLETE,2,3
0,0.554737687,2023-07-02 11:05:33.691996,2023-07-02 11:08:14.155793,0 days 00:02:40.463797,5,7,0.0635,38,Adam,4,2,,transform_padding,COMPLETE,3,3
1,10000,2023-07-02 11:08:14.155793,2023-07-02 11:08:14.163790,0 days 00:00:00.007997,5,7,0.0005,53,RMSprop,2,6,,transform_padding,COMPLETE,3,3
2,0.159713447,2023-07-02 11:08:14.163790,2023-07-02 11:10:48.127538,0 days 00:02:33.963748,5,7,0.0171,97,SGD,4,2,,transform_padding,COMPLETE,3,3
3,0.147968084,2023-07-02 11:10:48.127538,2023-07-02 11:14:11.726654,0 days 00:03:23.599116,4,7,0.0573,78,SGD,4,2,,transform_padding,COMPLETE,3,3
4,0.318498254,2023-07-02 11:14:11.726654,2023-07-02 11:16:29.104656,0 days 00:02:17.378002,3,3,0.0886,8,Adam,2,4,,transform_padding,COMPLETE,3,3
5,0.518927455,2023-07-02 11:16:29.104656,2023-07-02 11:19:06.986030,0 days 00:02:37.881374,5,7,0.0083,33,RMSprop,4,2,,transform_padding,COMPLETE,3,3
6,0.279866993,2023-07-02 11:19:06.986030,2023-07-02 11:21:26.260221,0 days 00:02:19.274191,3,7,0.0011,32,Adam,6,6,,transform_padding,COMPLETE,3,3
7,0.176344141,2023-07-02 11:21:26.260221,2023-07-02 11:23:49.729253,0 days 00:02:23.469032,5,5,0.017,54,Adam,2,2,,transform_padding,COMPLETE,3,3
8,0.20972167,2023-07-02 11:23:49.729253,2023-07-02 11:27:04.487540,0 days 00:03:14.758287,4,3,0.0065,52,RMSprop,6,2,,transform_padding,COMPLETE,3,3
9,0.320820451,2023-07-02 11:27:04.487540,2023-07-02 11:29:23.230511,0 days 00:02:18.742971,4,7,0.0876,49,SGD,4,4,,transform_padding,COMPLETE,3,3
10,0.46421665,2023-07-02 11:29:23.230511,2023-07-02 11:31:41.170961,0 days 00:02:17.940450,4,5,0,94,SGD,4,4,,transform_padding,COMPLETE,3,3
